"","text","sentiment"
"2440","im on snowy roads to bwi i just called mileageplus amp told flight was cancelled flighted 1 12 hours ago i rcvd no notification pls help","negative"
"2441","i interviewed yesterday as a flight attendant i was the last person the recruiter said they lost my file n came back to interview me","negative"
"2442","remember in business a pleasant experience means you will tell a friend a bad experience means you will tell everyone you see","negative"
"2443","let me assure you my travel time is 4h2m not 5h2m httptcoe0c9bi09cf","negative"
"2444","u bums how do u lose the biggest bag on the flight","negative"
"2445","is to airlines as is to cableinternet","negative"
"2446","customers ✅ customer service ❜ httptcoqp6aw3nlip","negative"
"2447","great decision making skills flight ops iah bag makes a 10 minute connection and i dont flight pushed early disappointed","negative"
"2448","meanwhile they fucked my flight  the festivities are already in full swing at the united fairway club overlooking the 17th hole","negative"
"2449","in the process of purchasing ticket when prices changed unbelievable ","negative"
"2450","although i am stranded in chicago ohare for another 8 hours any chance your crackerjack service team could provide a meal","negative"
"2451","all flights cancelled flighted  trip refunded without difficulty staff extremely helpful no complaints way to handle bad weather","positive"
"2452","14 hours after landing in amp i still do not have my bagswhich means no clothes or makeup ","negative"
"2453","in the not ok get gate agents 2 work as a team 2 against 1 is never cool ","negative"
"2454","really fucked my day up hilo to lax 2hr30min delay because of software missed connection getting home 8hrs late flightr no upgrade nothin","negative"
"2455","send someone to the customer service counter in person dia concourse b across from gate b36a","negative"
"2456","im not sure why i expected anyone to be here httptcobnflhpxtmw","negative"
"2457","this is not true gate agents  caused this and were not helpful thanks for making me miss connection httptcoxaizw2isml","negative"
"2458","yes luckily i was there","neutral"
"2459","its my 21st birthday and my sister is coming to celebrate but her flights keep cancelled flighting plz do all you can to get her here","negative"
"2460","whats the hold up with flight from slc to den","negative"
"2461","denphx flight tomorrow cancelled flighted asked for overnight 2nite in laxsna told not without paying thats wrong","negative"
"2462","can you please follow for a dm","neutral"
"2463","thank you for the help","positive"
"2464","yeah that didnt happen","negative"
"2465","why do i still not have my bags they arrived ampwebsite says theyre still at the airport2 12 hours late flightr ","negative"
"2466","had a maintenance issue stuck in geneva with meal voucher that wont even cover a plate flight of spaghetti really","negative"
"2467","hate when i get bumped out of the seat ive selected amp empty row and moved to another seat nonempty ","negative"
"2468","no announcement re extra baggage find an empty bin down to aisle 20 back up with baggage to my seat row 7 your agents argueing","negative"
"2469","bags arrived  i sure miss the customer focused days when i used to fly heres hoping wakes up","negative"
"2470","total bshave 1st class seats for connecting flight your crew late flight we miss connection had next plane yet u dont honor it","negative"
"2471","too much info to share via tweet please send me your name and contact info happy to supply you with images and cs rep names","negative"
"2472","once again your lack of customer service astounds me you are the worst airline in the history of airlines train your staff","negative"
"2473","extremely disappointed in  united left crew and pssgrs stranded in rain  gate with no cover left psngrs 2 depart plane","negative"
"2474","besides landing the plane overall customer service experience has been poor late flight and rude workers plus missing luggage","negative"
